score,start,real_end,missing,refs,prox,in_csv,file
104,2479928,2479956,24,2,0,False,FUN_0025d738_0x25d738.cpp
104,2480128,2480156,24,2,0,False,FUN_0025d800_0x25d800.cpp
104,2480288,2480316,24,2,0,False,FUN_0025d8a0_0x25d8a0.cpp
104,2537136,2537168,24,2,0,False,FUN_0026b6b0_0x26b6b0.cpp
100,2340208,2340272,60,1,0,False,FUN_0023b570_0x23b570.cpp
92,2372864,2372920,52,1,0,False,FUN_00243500_0x243500.cpp
88,2277096,2277148,48,1,0,False,FUN_0022bee8_0x22bee8.cpp
88,2283296,2283348,48,1,0,False,FUN_0022d720_0x22d720.cpp
88,2368072,2368128,48,1,0,False,FUN_00242248_0x242248.cpp
84,1707520,1707568,44,1,0,False,FUN_001a0e00_0x1a0e00.cpp
84,1708232,1708280,44,1,0,False,FUN_001a10c8_0x1a10c8.cpp
80,1165600,1165644,40,1,0,False,FUN_0011c920_0x11c920.cpp
80,2344720,2344764,40,1,0,False,FUN_0023c710_0x23c710.cpp
80,2349304,2349348,40,1,0,False,FUN_0023d8f8_0x23d8f8.cpp
80,2353440,2353488,40,1,0,False,FUN_0023e920_0x23e920.cpp
80,2461024,2461072,40,1,0,False,FUN_00258d60_0x258d60.cpp
80,2461248,2461296,40,1,0,False,FUN_00258e40_0x258e40.cpp
80,2461400,2461448,40,1,0,False,FUN_00258ed8_0x258ed8.cpp
80,2461552,2461600,40,1,0,False,FUN_00258f70_0x258f70.cpp
80,2463720,2463768,40,1,0,False,FUN_002597e8_0x2597e8.cpp
80,2463872,2463920,40,1,0,False,FUN_00259880_0x259880.cpp
76,1073608,1073652,36,1,0,False,FUN_001061c8_0x1061c8.cpp
76,2333736,2333780,36,1,0,False,FUN_00239c28_0x239c28.cpp
76,2333992,2334036,36,1,0,False,FUN_00239d28_0x239d28.cpp
68,2349480,2349512,28,1,0,False,FUN_0023d9a8_0x23d9a8.cpp
64,1073576,1073604,24,1,0,False,FUN_001061a8_0x1061a8.cpp
64,1451424,1451452,24,1,0,False,FUN_001625a0_0x1625a0.cpp
64,1595000,1595032,24,1,0,False,FUN_00185678_0x185678.cpp
64,1707456,1707484,24,1,0,False,FUN_001a0dc0_0x1a0dc0.cpp
64,1707488,1707516,24,1,0,False,FUN_001a0de0_0x1a0de0.cpp
64,1707848,1707876,24,1,0,False,FUN_001a0f48_0x1a0f48.cpp
64,1707880,1707908,24,1,0,False,FUN_001a0f68_0x1a0f68.cpp
64,2349448,2349476,24,1,0,False,FUN_0023d988_0x23d988.cpp
64,2463368,2463396,24,1,0,False,FUN_00259688_0x259688.cpp
